,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,1500.0,25265.0,2121.0,2989.0,8413.0,73070.0,698041.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,25265.0,81483.0,5489.0,0.0,100
mean,15.0,252.65,21.21,29.89,84.13,730.7,6980.41,10.0,0.0,0.0,0.0,0.0,0.0,0.0,252.65,814.83,54.89,0.0,100
std,0.0,147.99094805788195,5.041835083588219,1.1000000000000003,78.2812405769264,2616.708424681279,4681.093268002399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.99094805788195,2632.125622769628,1.1000000000000003,0.0,100
