0,100,200,300,400,500
10,6.1992,7.6644,9.1179,9.3021,7.9425
20,14.2308,17.6163,16.8327,13.53,14.4651
30,19.2216,21.0204,24.2685,25.6122,22.6365
40,32.622,30.8205,32.8959,30.5748,32.2653
50,39.6177,45.3251,40.7085,39.711,36.3717
