,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,nV
sum,36.0,0.0,0.0,0.0,0.0,19275.0,540.0,0.0,689.0,0.0,5793.0,0.0,1080.0,7775.0,0.0,0.0,0.0,0.0,72838.0,7775.0,0.0,5793.0,2309.0,56961.0,77.92600000000002,2062.0,20.619999999999997,13568.0,135.68,30.996,6.1992,24.796799999999998,57.93,78.55000000000001,3.9275000000000007,20.869299999999996,10
mean,3.6,0.0,0.0,0.0,0.0,1927.5,54.0,0.0,68.9,0.0,579.3,0.0,108.0,777.5,0.0,0.0,0.0,0.0,7283.8,777.5,0.0,579.3,230.9,5696.1,7.792600000000002,206.2,2.062,1356.8,13.568000000000001,3.0995999999999997,0.61992,2.4796799999999997,5.793,7.855000000000001,0.39275000000000004,2.0869299999999997,10
std,0.9660917830792959,0.0,0.0,0.0,0.0,434.3598738373516,14.491376746189438,0.0,16.629625505237467,0.0,249.1523630231108,0.0,28.982753492378876,216.80469962105937,0.0,0.0,0.0,0.0,371.80634146764567,216.80469962105937,0.0,249.1523630231108,58.41698763582769,677.3775330066848,2.170414307607344,125.50236828221388,1.2550236828221388,396.0490429788266,3.960490429788266,1.8827654128966786,0.37655308257933573,1.5062123303173425,2.4915236302311086,2.9859941579164406,0.14929970789582203,1.4261491694224853,10
