,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,291.0,36467.0,3008.0,4025.0,223245.0,19432.0,72727.0,3640229.0,1360.0,0.0,0.0,0.0,0.0,0.0,36467.0,92159.0,5676.0,364.0,500
mean,0.582,72.934,6.016,8.05,446.49,38.864,145.454,7280.458,2.72,0.0,0.0,0.0,0.0,0.0,72.934,184.318,11.352,0.728,500
std,2.8304237486981325,147.55928004111604,10.217070081098797,13.29575323583498,274.5702232854649,91.44345419235462,446.12896115805785,4271.993779717369,4.454355460123301,0.0,0.0,0.0,0.0,0.0,147.55928004111604,494.87179052165436,18.872319010913827,0.44543554601233,500
