,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,241.0,21141.0,1680.0,2250.0,258915.0,53140.0,35797.0,3502717.0,740.0,0.0,0.0,0.0,0.0,0.0,21141.0,88937.0,3231.0,426.0,500
mean,0.482,42.282,3.36,4.5,517.83,106.28,71.594,7005.434,1.48,0.0,0.0,0.0,0.0,0.0,42.282,177.874,6.462,0.852,500
std,2.596759966698751,117.10219607099306,7.968776744620922,10.72287088049836,224.54037021371332,895.351062237209,352.3059922686197,4330.6621464734235,3.554556194446637,0.0,0.0,0.0,0.0,0.0,117.10219607099306,972.6767944270254,15.583653503367755,0.3554556194446637,500
