,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2986.0,59376.0,4601.0,5970.0,41372.0,243520.0,1079787.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,59376.0,284892.0,10956.0,0.0,200
mean,14.93,296.88,23.005,29.85,206.86,1217.6,5398.935,10.0,0.0,0.0,0.0,0.0,0.0,0.0,296.88,1424.46,54.78,0.0,200
std,0.6982389909208816,167.7546233888703,6.225654089669704,2.1213203435596424,990.3973469898953,2988.544872050829,4570.582975337745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.7546233888703,3134.176002472159,2.228549339997663,0.0,200
