,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,360.0,46321.0,3673.0,5052.0,140835.0,27451.0,87785.0,2844637.0,1680.0,0.0,0.0,0.0,0.0,0.0,46321.0,115236.0,7092.0,232.0,400
mean,0.9,115.8025,9.1825,12.63,352.0875,68.6275,219.4625,7111.5925,4.2,0.0,0.0,0.0,0.0,0.0,115.8025,288.09,17.73,0.58,400
std,3.460482241445315,172.11214358281543,11.13594256414696,14.802394306090566,304.6312612932935,115.86790830158911,723.5999902975722,4286.263472750869,4.941766144970737,0.0,0.0,0.0,0.0,0.0,172.11214358281543,772.9576999518065,21.040171626085606,0.4941766144970738,400
