,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1095.0,16712.0,1460.0,2190.0,16605.0,3408.0,662858.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,16712.0,3408.0,4015.0,100
mean,10.95,167.12,14.6,21.9,166.05,34.08,6628.58,7.3,0.0,0.0,0.0,0.0,0.0,0.0,167.12,34.08,40.15,100
std,6.692940650077107,145.4529171626032,8.923920866769475,13.385881300154214,274.4105666531613,46.60335098715888,4006.6134599905913,4.461960433384737,0.0,0.0,0.0,0.0,0.0,0.0,145.4529171626032,46.60335098715888,24.540782383616055,100
