,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,686.0,103155.0,6630.0,11520.0,41820.0,91973.0,785313.0,2434451.0,3840.0,0.0,0.0,0.0,0.0,0.0,103155.0,877286.0,16046.0,500
mean,1.372,206.31,13.26,23.04,83.64,183.946,1570.626,4868.902,7.68,0.0,0.0,0.0,0.0,0.0,206.31,1754.572,32.092,500
std,4.1201416400735775,186.1486624961301,8.277041671858095,12.675952016280206,211.02609892820675,638.8487822773353,3462.894970002779,4745.268405567569,4.225317338760084,0.0,0.0,0.0,0.0,0.0,186.1486624961301,3579.6391390120716,18.114740507313265,500
