,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,2730.0,36443.0,3640.0,5460.0,134070.0,20938.0,2878701.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,36443.0,20938.0,10010.0,400
mean,6.825,91.1075,9.1,13.65,335.175,52.345,7196.7525,4.55,0.0,0.0,0.0,0.0,0.0,0.0,91.1075,52.345,25.025,400
std,7.478917737635293,125.9996258249208,9.971890316847055,14.957835475270587,306.63562724304694,500.8053974252131,4031.036307268895,4.985945158423528,0.0,0.0,0.0,0.0,0.0,0.0,125.9996258249208,500.8053974252131,27.422698371329403,400
