,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,2985.0,56606.0,4551.0,5953.0,25551.0,262904.0,1145670.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,56606.0,288455.0,10938.0,200
mean,14.925,283.03,22.755,29.765,127.755,1314.52,5728.35,10.0,0.0,0.0,0.0,0.0,0.0,0.0,283.03,1442.275,54.69,200
std,1.0606601717798212,162.63035467374021,6.2070615483759,2.3574483693329,110.8518182215117,3099.5856960302253,4715.557078469256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.63035467374021,3119.2988468330946,2.578203963690995,200
