,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,200.0,0.0,0.0,0.0,0.0,63614.0,2370.0,0.0,7386.0,0.0,22414.0,0.0,5949.0,40857.0,0.0,0.0,0.0,0.0,73400.0,40857.0,0.0,22414.0,15705.0,-5576.0,519.87,32.043000000000006,10
mean,20.0,0.0,0.0,0.0,0.0,6361.4,237.0,0.0,738.6,0.0,2241.4,0.0,594.9,4085.7,0.0,0.0,0.0,0.0,7340.0,4085.7,0.0,2241.4,1570.5,-557.6,51.987,3.204300000000001,10
std,2.160246899469287,0.0,0.0,0.0,0.0,1064.8802958288056,37.94733192202055,0.0,239.46802152549165,0.0,370.8126810728625,0.0,67.38685991266316,744.4435729679808,0.0,0.0,0.0,0.0,249.70560444028663,744.4435729679808,0.0,370.8126810728625,274.02605310039,1193.2786952109907,8.383288058194509,1.7862303098984744,10
