,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,2985.0,56599.0,4551.0,5925.0,25890.0,262551.0,1145670.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,56599.0,288441.0,10910.0,200
mean,14.925,282.995,22.755,29.625,129.45,1312.755,5728.35,10.0,0.0,0.0,0.0,0.0,0.0,0.0,282.995,1442.205,54.55,200
std,1.0606601717798212,162.87685324074764,6.2070615483759,3.0678057566938652,109.70502936208842,3100.2146699825275,4715.557078469256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.87685324074764,3119.2052883916845,3.2372672885456084,200
