,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1140.0,17017.0,1520.0,2280.0,14760.0,5329.0,803392.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,17017.0,5329.0,4180.0,100
mean,11.4,170.17,15.2,22.8,147.6,53.29,8033.92,7.6,0.0,0.0,0.0,0.0,0.0,0.0,170.17,53.29,41.8,100
std,6.438520439863917,144.07090391031548,8.584693919818557,12.877040879727835,263.9793380344206,79.90781241435961,4056.0039315224108,4.2923469599092785,0.0,0.0,0.0,0.0,0.0,0.0,144.07090391031548,79.90781241435961,23.60790827950103,100
