,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1200.0,18373.0,1600.0,2400.0,12300.0,3473.0,728972.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,18373.0,3473.0,4400.0,100
mean,12.0,183.73,16.0,24.0,123.0,34.73,7289.72,8.0,0.0,0.0,0.0,0.0,0.0,0.0,183.73,34.73,44.0,100
std,6.030226891555273,141.25733055081932,8.040302522073697,12.060453783110546,247.23930255376618,43.708828824068455,4143.295365583372,4.020151261036848,0.0,0.0,0.0,0.0,0.0,0.0,141.25733055081932,43.708828824068455,22.110831935702667,100
