,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1065.0,16660.0,1420.0,2130.0,17835.0,4602.0,685299.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,16660.0,4602.0,3905.0,100
mean,10.65,166.6,14.2,21.3,178.35,46.02,6852.99,7.1,0.0,0.0,0.0,0.0,0.0,0.0,166.6,46.02,39.05,100
std,6.84072032358103,159.04246304212296,9.120960431441373,13.68144064716206,280.4695332668222,92.96246445732706,3984.822575660672,4.560480215720687,0.0,0.0,0.0,0.0,0.0,0.0,159.04246304212296,92.96246445732706,25.08264118646377,100
