,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1200.0,18006.0,1600.0,2400.0,12300.0,3074.0,665777.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,18006.0,3074.0,4400.0,100
mean,12.0,180.06,16.0,24.0,123.0,30.74,6657.77,8.0,0.0,0.0,0.0,0.0,0.0,0.0,180.06,30.74,44.0,100
std,6.030226891555273,148.9777842566475,8.040302522073697,12.060453783110546,247.23930255376618,41.27161080677442,4222.444674282156,4.020151261036848,0.0,0.0,0.0,0.0,0.0,0.0,148.9777842566475,41.27161080677442,22.110831935702667,100
