,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1050.0,14514.0,1400.0,2100.0,18450.0,4683.0,755056.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,14514.0,4683.0,3850.0,100
mean,10.5,145.14,14.0,21.0,184.5,46.83,7550.56,7.0,0.0,0.0,0.0,0.0,0.0,0.0,145.14,46.83,38.5,100
std,6.9084927970775745,134.7821302185962,9.211323729436765,13.816985594155149,283.24820468018055,77.50347727617769,4293.803786383303,4.605661864718383,0.0,0.0,0.0,0.0,0.0,0.0,134.7821302185962,77.50347727617769,25.331140255951105,100
