,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,6625.0,139276.0,11899.0,14705.0,615.0,71411.0,1125744.0,2630767.0,4960.0,0.0,0.0,0.0,0.0,0.0,139276.0,1197155.0,26290.0,5.0,500
mean,13.25,278.552,23.798,29.41,1.23,142.822,2251.488,5261.534,9.92,0.0,0.0,0.0,0.0,0.0,278.552,2394.31,52.58,0.01,500
std,4.5717942435339785,173.79882438819152,7.057819893089266,3.8667562125397086,27.50363612324741,458.44516165894584,4074.138546447248,4808.6403830512245,0.8917344788453135,0.0,0.0,0.0,0.0,0.0,173.79882438819152,4103.161813972645,6.97947176024835,0.09959839195167118,500
