,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,2145.0,29400.0,2860.0,4290.0,96555.0,18765.0,2168814.0,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,29400.0,18765.0,7865.0,300
mean,7.15,98.0,9.533333333333333,14.3,321.85,62.55,7229.38,4.766666666666667,0.0,0.0,0.0,0.0,0.0,0.0,98.0,62.55,26.216666666666665,300
std,7.5043465665775555,130.1063110456716,10.005795422103407,15.008693133155111,307.6782092296798,92.41979710170905,4186.989734769307,5.002897711051704,0.0,0.0,0.0,0.0,0.0,0.0,130.1063110456716,92.41979710170905,27.515937410784368,300
