0,100,200,300,400,500
5,38.31111111,52.91805556,57.47361111,66.5375,65.11388889
10,32.63194444,21.93541667,46.10208333,54.57847222,63.35625
20,66.79131944,17.49027778,8.698263889,16.90451389,25.29930556
30,67.59328703,53.42731481,31.28981481,27.13773148,17.81481481
40,80.31180556,69.70399306,47.42118056,38.1515625,32.97864583
50,88.37083333,73.39027778,62.55333333,52.21236111,40.85430556
