0,100,200,300,400,500
5,36.25972222,57.84027778,54.61666667,56.1375,62.25138889
10,18.85833333,16.54236111,45.62222222,52.98888889,59.92013889
20,58.75833333,38.00694444,16.15868056,15.11527778,14.15277778
30,73.27638889,59.52199074,40.43472222,20.35949074,17.8099537
40,87.21354167,59.89982639,40.78993056,32.78229167,28.06302083
50,88.45236111,69.83472222,54.38416667,48.44944444,36.11097222
