0,100,200,300,400,500
5,11.39166667,51.15694444,51.32222222,57.86388889,56.68333333
10,15.98333333,17.81111111,47.08888889,51.93333333,55.10555556
20,57.06701389,39.51215278,14.56319444,13.49583333,29.12777778
30,70.11944444,51.11527778,35.08148148,29.35069444,21.91574074
40,87.88489583,56.54704861,53.91267361,37.59131944,29.19097222
50,89.62013889,73.26777778,62.90944444,39.95458333,38.19916667
