,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2998.0,110266.0,8814.0,11164.0,73800.0,76055.0,459384.0,3089980.0,3760.0,0.0,0.0,0.0,0.0,0.0,110266.0,535439.0,17922.0,126.0,500
mean,5.996,220.532,17.628,22.328,147.6,152.11,918.768,6179.96,7.52,0.0,0.0,0.0,0.0,0.0,220.532,1070.878,35.844,0.252,500
std,7.1927362602711655,198.07132421163317,11.569672884802,12.994696621335995,262.91917576694925,465.9181702646565,2143.5533303223115,4710.26428192848,4.322843271262074,0.0,0.0,0.0,0.0,0.0,198.07132421163317,2201.0418491158043,21.64237623039105,0.4345960739525726,500
