,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,nV
sum,100.0,0.0,0.0,0.0,0.0,174835.0,1207.0,0.0,2739.0,0.0,9331.0,0.0,2985.0,22181.0,0.0,0.0,0.0,0.0,218702.0,22181.0,0.0,9331.0,6931.0,180259.0,272.76700000000005,5952.0,59.519999999999996,31512.0,315.12,89.41799999999999,17.883599999999998,71.53439999999999,93.31,152.82999999999998,7.6415000000000015,63.8929,20
mean,5.0,0.0,0.0,0.0,0.0,8741.75,60.35,0.0,136.95,0.0,466.55,0.0,149.25,1109.05,0.0,0.0,0.0,0.0,10935.1,1109.05,0.0,466.55,346.55,9012.95,13.638350000000003,297.6,2.976,1575.6,15.756,4.470899999999999,0.8941799999999999,3.5767199999999995,4.6655,7.641499999999999,0.38207500000000005,3.194645,20
std,3.0435436410107286,0.0,0.0,0.0,0.0,4624.18895164615,37.54053949083787,0.0,113.22472995633157,0.0,364.1106649300312,0.0,90.32507083336625,794.1846182687856,0.0,0.0,0.0,0.0,5441.967619199976,794.1846182687856,0.0,364.1106649300312,223.72174329075085,6426.423524259656,9.779602065281754,139.0540977650898,1.3905409776508981,1123.7704110903194,11.237704110903193,2.0859052218969207,0.4171810443793842,1.6687241775175365,3.6411066493003124,4.325496351196072,0.21627481755980363,1.545293781121792,20
