,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,880.0,73987.0,5851.0,7475.0,84870.0,50098.0,155225.0,673993.0,2507.0,0.0,0.0,0.0,0.0,0.0,73987.0,205323.0,10862.0,149.0,400
mean,2.2,184.9675,14.6275,18.6875,212.175,125.245,388.0625,1684.9825,6.2675,0.0,0.0,0.0,0.0,0.0,184.9675,513.3075,27.155,0.3725,400
std,5.185288617339712,201.26745368671467,11.617277934892552,14.384266110192137,292.71761713887093,514.3501094222268,811.118685766608,1122.4891276971218,4.837297009269714,0.0,0.0,0.0,0.0,0.0,201.26745368671467,972.1676799496043,21.32904816768316,0.48407600016406216,400
