,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2960.0,54627.0,4614.0,5913.0,14264.0,310970.0,1091491.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,54627.0,325234.0,10873.0,1.0,200
mean,14.8,273.135,23.07,29.565,71.32,1554.85,5457.455,10.0,0.0,0.0,0.0,0.0,0.0,0.0,273.135,1626.17,54.365,0.005,200
std,1.4733819163261044,157.82254768501537,6.214353623247865,3.2447522379107983,86.12114641188006,3532.7255009162714,4693.050637849768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.82254768501537,3538.3040071956348,3.5389824787535504,0.07071067811865477,200
