,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,3795.0,130725.0,10441.0,13495.0,30135.0,121705.0,724605.0,2988871.0,4510.0,0.0,0.0,0.0,0.0,0.0,130725.0,846310.0,21800.0,50.0,500
mean,7.59,261.45,20.882,26.99,60.27,243.41,1449.21,5977.742,9.02,0.0,0.0,0.0,0.0,0.0,261.45,1692.62,43.6,0.1,500
std,7.372829662651168,183.31042776081154,9.395777630113917,8.975021002984228,183.03163184682867,885.3079974792963,2888.6862936126886,5002.7494988788985,2.976124095070385,0.0,0.0,0.0,0.0,0.0,183.31042776081154,3070.950691871136,15.979947353945501,0.3003004507513149,500
