,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,100.0,0.0,0.0,0.0,0.0,277616.0,1335.0,0.0,1621.0,0.0,8183.0,0.0,3000.0,22129.0,0.0,0.0,0.0,0.0,550076.0,22129.0,0.0,8183.0,5956.0,513808.0,248.223,248.223,40
mean,2.5,0.0,0.0,0.0,0.0,6940.4,33.375,0.0,40.525,0.0,204.575,0.0,75.0,553.225,0.0,0.0,0.0,0.0,13751.9,553.225,0.0,204.575,148.9,12845.2,6.205575000000001,6.205575000000001,40
std,2.195566628575143,0.0,0.0,0.0,0.0,4613.615272991397,27.065625374690253,0.0,35.33284046584163,0.0,264.10136821362306,0.0,65.86699885725429,477.1213084203198,0.0,0.0,0.0,0.0,5101.665312827034,477.1213084203198,0.0,264.10136821362306,127.47705675924588,5672.999356827401,5.989172430685828,5.989172430685828,40
