,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,7500.0,154276.0,8410.0,15000.0,82182.0,1086437.0,2387686.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,154276.0,1168619.0,27500.0,500
mean,15.0,308.552,16.82,30.0,164.364,2172.874,4775.372,10.0,0.0,0.0,0.0,0.0,0.0,0.0,308.552,2337.238,55.0,500
std,0.0,177.9160801027221,4.661658730993552,0.0,156.52060856581033,3945.858838081281,4786.1535392231235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.9160801027221,4031.4807368035936,0.0,500
