,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2954.0,54856.0,4567.0,5973.0,34009.0,301804.0,1144121.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,54856.0,335813.0,10927.0,1.0,200
mean,14.77,274.28,22.835,29.865,170.045,1509.02,5720.605,10.0,0.0,0.0,0.0,0.0,0.0,0.0,274.28,1679.065,54.635,0.005,200
std,1.6524992492719086,152.5872074565787,6.175634974371738,1.9091883092036783,969.0806413411169,3466.9030522163926,4703.336117282676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.5872074565787,3613.5751823877754,2.5126364059574384,0.07071067811865475,200
