0,100,200,300,400,500
10,247.432,183.674,267.717,235.664,212.303
20,276.41,391.833,475.737,395.59,434.722
30,274.037,514.931,778.669,729.415,699.814
40,298.152,531.052,813.427,1058.536,1070.287
50,282.529,495.813,764.379,1040.222,1237.308
