,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,1500.0,28317.0,2190.0,2965.0,19483.0,110844.0,616665.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,28317.0,130327.0,5465.0,0.0,100
mean,15.0,283.17,21.9,29.65,194.83,1108.44,6166.65,10.0,0.0,0.0,0.0,0.0,0.0,0.0,283.17,1303.27,54.65,0.0,100
std,0.0,143.45372357691105,5.675572324631342,2.879306173439017,993.8701016173537,3012.882127388218,4498.285081477431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.45372357691105,3136.663484540942,2.879306173439017,0.0,100
