,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,6000.0,118815.0,6940.0,12000.0,57645.0,727265.0,2116824.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,118815.0,784910.0,22000.0,400
mean,15.0,297.0375,17.35,30.0,144.1125,1818.1625,5292.06,10.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0375,1962.275,55.0,400
std,0.0,179.61614904078266,4.418859104958396,0.0,134.74035122921964,3623.4095950952506,4752.331421128015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.61614904078266,3696.4407922624387,0.0,400
