,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,252.0,20833.0,1456.0,1839.0,145755.0,14339.0,32633.0,509079.0,618.0,0.0,0.0,0.0,0.0,0.0,20833.0,46972.0,2709.0,238.0,300
mean,0.84,69.44333333333333,4.8533333333333335,6.13,485.85,47.79666666666667,108.77666666666667,1696.93,2.06,0.0,0.0,0.0,0.0,0.0,69.44333333333333,156.57333333333332,9.03,0.7933333333333333,300
std,3.290972754709587,159.6356222627213,9.81493413098329,12.090507346384461,250.91310338741783,128.34671109818626,349.8037196244477,1043.3852890013104,4.044451999127217,0.0,0.0,0.0,0.0,0.0,159.6356222627213,405.32714144774826,18.00712697999263,0.4055908059796305,300
