,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,5256.0,120324.0,9786.0,11613.0,60584.0,296814.0,440130.0,3930.0,0.0,0.0,0.0,0.0,0.0,0.0,120324.0,357398.0,20799.0,7.0,400
mean,13.14,300.81,24.465,29.0325,151.46,742.035,1100.325,9.825,0.0,0.0,0.0,0.0,0.0,0.0,300.81,893.495,51.9975,0.0175,400
std,4.5510636615112094,175.9206328793803,8.475456235270759,4.932267420240097,138.363179073438,1016.500946487767,1151.3280397056833,1.3128915456069918,0.0,0.0,0.0,0.0,0.0,0.0,175.9206328793803,1059.183832463648,7.407406288290085,0.13128915456069915,400
