0,100,200,300,400,500
10,22531.75,41175.75,28653.5,18596,19862.5
20,21721.25,41537.25,58094.25,73910.25,85127
30,21968.75,42592.75,56814.5,73952.75,88648.75
40,21465.66667,42361,57332.25,75235,88975.25
50,23259.75,39958.5,57068.25,75469.75,90352.75
