,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,148.0,21131.0,1330.0,2370.0,43665.0,13064.0,58625.0,220148.0,790.0,0.0,0.0,0.0,0.0,0.0,21131.0,71689.0,3308.0,200
mean,0.74,105.655,6.65,11.85,218.325,65.32,293.125,1100.74,3.95,0.0,0.0,0.0,0.0,0.0,105.655,358.445,16.54,200
std,3.236475532017314,180.0309743729346,8.755615570598128,14.702322655189107,295.02417816768354,130.24039466313832,756.6645462506908,1185.847152776758,4.900774218396361,0.0,0.0,0.0,0.0,0.0,180.0309743729346,834.505930304613,20.754569636685307,200
