,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,79.0,0.0,0.0,0.0,0.0,688.0,102.0,0.0,1043.0,0.0,7573.0,0.0,2370.0,11253.0,0.0,0.0,0.0,0.0,30966.0,11253.0,0.0,7573.0,3515.0,8625.0,172.643,172.643,5
mean,15.8,0.0,0.0,0.0,0.0,137.6,20.4,0.0,208.6,0.0,1514.6,0.0,474.0,2250.6,0.0,0.0,0.0,0.0,6193.2,2250.6,0.0,1514.6,703.0,1725.0,34.5286,34.5286,5
std,2.16794833886788,0.0,0.0,0.0,0.0,47.2578035884022,7.402702209328699,0.0,65.5919202341264,0.0,201.8843728474297,0.0,65.0384501660364,384.4246350066551,0.0,0.0,0.0,0.0,539.4035594988228,384.4246350066551,0.0,201.8843728474297,134.050363669779,1032.0390012010205,6.4133684830984095,6.4133684830984095,5
