,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,161.0,18318.0,1240.0,2130.0,44895.0,10707.0,44903.0,220148.0,710.0,0.0,0.0,0.0,0.0,0.0,18318.0,55610.0,3001.0,200
mean,0.805,91.59,6.2,10.65,224.475,53.535,224.515,1100.74,3.55,0.0,0.0,0.0,0.0,0.0,91.59,278.05,15.005,200
std,3.2603873432677704,168.2328844699674,8.714338672123228,14.391423325252912,296.82253530065987,114.86688286401092,601.0696410081852,1185.847152776758,4.797141108417629,0.0,0.0,0.0,0.0,0.0,168.2328844699674,665.203303264022,20.507995131694578,200
