pax,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE
36,15.0,568.0,35.0,30.0,45.0,786.0,87.0,10.0,0,0,0,0,0,0,568.0,831.0,55.0,False
37,15.0,493.0,20.0,30.0,48.0,155.0,891.0,10.0,0,0,0,0,0,0,493.0,203.0,55.0,False
38,15.0,381.0,35.0,30.0,0.0,788.0,108.0,10.0,0,0,0,0,0,0,381.0,788.0,55.0,False
39,15.0,434.0,35.0,30.0,89.0,1075.0,34.0,10.0,0,0,0,0,0,0,434.0,1164.0,55.0,False
40,15.0,386.0,20.0,30.0,146.0,34.0,944.0,10.0,0,0,0,0,0,0,386.0,180.0,55.0,False
41,15.0,334.0,35.0,30.0,55.0,816.0,129.0,10.0,0,0,0,0,0,0,334.0,871.0,55.0,False
42,15.0,401.0,20.0,30.0,236.0,64.0,965.0,10.0,0,0,0,0,0,0,401.0,300.0,55.0,False
43,15.0,585.0,20.0,30.0,0.0,13.0,989.0,10.0,0,0,0,0,0,0,585.0,13.0,55.0,False
44,15.0,64.0,20.0,30.0,0.0,0.0,1035.0,10.0,0,0,0,0,0,0,64.0,0.0,55.0,False
45,15.0,204.0,35.0,30.0,57.0,1132.0,61.0,10.0,0,0,0,0,0,0,204.0,1189.0,55.0,False
46,15.0,194.0,35.0,30.0,176.0,989.0,63.0,10.0,0,0,0,0,0,0,194.0,1165.0,55.0,False
47,15.0,149.0,20.0,30.0,40.0,0.0,1077.0,10.0,0,0,0,0,0,0,149.0,40.0,55.0,False
48,15.0,262.0,20.0,30.0,4.0,0.0,1100.0,10.0,0,0,0,0,0,0,262.0,4.0,55.0,False
49,15.0,270.0,20.0,30.0,13.0,139.0,1111.0,10.0,0,0,0,0,0,0,270.0,152.0,55.0,False
50,15.0,126.0,35.0,30.0,235.0,925.0,219.0,10.0,0,0,0,0,0,0,126.0,1160.0,55.0,False
51,15.0,215.0,20.0,30.0,12.0,345.0,1159.0,10.0,0,0,0,0,0,0,215.0,357.0,55.0,False
52,15.0,373.0,35.0,30.0,33.0,944.0,230.0,10.0,0,0,0,0,0,0,373.0,977.0,55.0,False
53,15.0,292.0,20.0,30.0,35.0,0.0,1232.0,10.0,0,0,0,0,0,0,292.0,35.0,55.0,False
54,15.0,33.0,20.0,30.0,0.0,0.0,1238.0,10.0,0,0,0,0,0,0,33.0,0.0,55.0,False
55,15.0,287.0,35.0,30.0,45.0,1111.0,159.0,10.0,0,0,0,0,0,0,287.0,1156.0,55.0,False
56,15.0,160.0,20.0,30.0,11.0,0.0,1296.0,10.0,0,0,0,0,0,0,160.0,11.0,55.0,False
57,15.0,363.0,35.0,30.0,21.0,1026.0,289.0,10.0,0,0,0,0,0,0,363.0,1047.0,55.0,False
58,15.0,142.0,20.0,30.0,31.0,0.0,1331.0,10.0,0,0,0,0,0,0,142.0,31.0,55.0,False
59,15.0,447.0,17.0,30.0,41.0,3.0,1335.0,10.0,0,0,0,0,0,0,447.0,44.0,55.0,False
60,15.0,213.0,20.0,30.0,45.0,0.0,1343.0,10.0,0,0,0,0,0,0,213.0,45.0,55.0,False
61,15.0,135.0,35.0,30.0,181.0,1335.0,3.0,10.0,0,0,0,0,0,0,135.0,1516.0,55.0,False
62,15.0,327.0,20.0,30.0,71.0,38.0,1353.0,10.0,0,0,0,0,0,0,327.0,109.0,55.0,False
63,15.0,366.0,20.0,30.0,110.0,47.0,1363.0,10.0,0,0,0,0,0,0,366.0,157.0,55.0,False
64,15.0,190.0,20.0,30.0,126.0,0.0,1411.0,10.0,0,0,0,0,0,0,190.0,126.0,55.0,False
65,15.0,502.0,35.0,30.0,0.0,1353.0,58.0,10.0,0,0,0,0,0,0,502.0,1353.0,55.0,False
66,15.0,301.0,35.0,30.0,0.0,1239.0,262.0,10.0,0,0,0,0,0,0,301.0,1239.0,55.0,False
67,15.0,534.0,35.0,30.0,141.0,1363.0,67.0,10.0,0,0,0,0,0,0,534.0,1504.0,55.0,False
68,15.0,158.0,20.0,30.0,19.0,0.0,1451.0,10.0,0,0,0,0,0,0,158.0,19.0,55.0,False
69,15.0,114.0,20.0,30.0,13.0,0.0,1456.0,10.0,0,0,0,0,0,0,114.0,13.0,55.0,False
70,15.0,244.0,20.0,30.0,141.0,0.0,1488.0,10.0,0,0,0,0,0,0,244.0,141.0,55.0,False
71,15.0,204.0,20.0,30.0,0.0,0.0,1509.0,10.0,0,0,0,0,0,0,204.0,0.0,55.0,False
72,15.0,56.0,20.0,30.0,97.0,0.0,1515.0,10.0,0,0,0,0,0,0,56.0,97.0,55.0,False
73,15.0,135.0,20.0,30.0,22.0,0.0,1535.0,10.0,0,0,0,0,0,0,135.0,22.0,55.0,False
74,15.0,141.0,20.0,30.0,46.0,304.0,1579.0,10.0,0,0,0,0,0,0,141.0,350.0,55.0,False
