,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2946.0,63697.0,5033.0,5763.0,15743.0,137311.0,214339.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,63697.0,153054.0,10689.0,2.0,200
mean,14.73,318.485,25.165,28.815,78.715,686.555,1071.695,9.9,0.0,0.0,0.0,0.0,0.0,0.0,318.485,765.27,53.445,0.01,200
std,1.5778300728194616,176.78300520595366,7.780776142965089,5.332254654317671,80.33869118617466,1014.7615938914845,1103.4008469820037,0.9974842727441169,0.0,0.0,0.0,0.0,0.0,0.0,176.78300520595366,1023.786094325701,6.237910921399613,0.09974842727441166,200
