,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2971.0,61124.0,4916.0,5881.0,19880.0,121592.0,221772.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,61124.0,141472.0,10852.0,0.0,200
mean,14.855,305.62,24.58,29.405,99.4,607.96,1108.86,10.0,0.0,0.0,0.0,0.0,0.0,0.0,305.62,707.36,54.26,0.0,200
std,0.8351420906395444,162.54228858327744,7.737762262057462,3.402773772488213,98.87889145757752,954.2478257584997,1106.5243972041646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.54228858327744,966.1898803155209,3.47892434135385,0.0,200
