,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2934.0,61243.0,4991.0,5906.0,17975.0,125310.0,227427.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,61243.0,143285.0,10830.0,1.0,200
mean,14.67,306.215,24.955,29.53,89.875,626.55,1137.135,9.95,0.0,0.0,0.0,0.0,0.0,0.0,306.215,716.425,54.15,0.005,200
std,1.8324544870845174,174.60965446435316,7.6172889174732825,3.2684113209346943,91.3238171172467,962.5642822624561,1174.2183273036915,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,174.60965446435316,974.5706872759346,4.142863331430881,0.07071067811865477,200
