,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,275.0,36810.0,2980.0,4031.0,222015.0,31019.0,108211.0,3583964.0,1370.0,0.0,0.0,0.0,0.0,0.0,36810.0,139230.0,5676.0,363.0,500
mean,0.55,73.62,5.96,8.062,444.03,62.038,216.422,7167.928,2.74,0.0,0.0,0.0,0.0,0.0,73.62,278.46,11.352,0.726,500
std,2.7155567563566017,143.15445503368724,10.043911604581218,13.263256914043998,275.8041787028978,454.496458310991,1037.7627218443047,4306.9047051327,4.464556476186422,0.0,0.0,0.0,0.0,0.0,143.15445503368724,1147.2397528420124,18.76422896303374,0.44645564761864215,500
