,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,915.0,80679.0,6492.0,8297.0,132840.0,48161.0,176219.0,860090.0,2800.0,0.0,0.0,0.0,0.0,0.0,80679.0,224380.0,12012.0,220.0,500
mean,1.83,161.358,12.984,16.594,265.68,96.322,352.438,1720.18,5.6,0.0,0.0,0.0,0.0,0.0,161.358,448.76,24.024,0.44,500
std,4.7579803229423945,192.75090572891904,12.254799231664991,14.840540667192323,304.9480681173386,458.25326449993753,734.6378752634138,1089.2952105427726,4.9688407860903565,0.0,0.0,0.0,0.0,0.0,192.75090572891904,878.7834472122175,21.842289147211215,0.49688407860903566,500
