,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,1012.0,76886.0,6098.0,7763.0,139605.0,66096.0,159786.0,901214.0,2630.0,0.0,0.0,0.0,0.0,0.0,76886.0,225882.0,11405.0,236.0,500
mean,2.024,153.772,12.196,15.526,279.21,132.192,319.572,1802.428,5.26,0.0,0.0,0.0,0.0,0.0,153.772,451.764,22.81,0.472,500
std,4.941280857533403,201.02397193016847,12.025589949239684,14.917586694421157,306.5025506044837,772.1535659406034,719.8845075596842,1100.2376391221499,4.994626370928094,0.0,0.0,0.0,0.0,0.0,201.02397193016847,1065.8898849307068,22.134085376878392,0.49971534983600757,500
