,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,630.0,8051.0,840.0,1260.0,35670.0,2348.0,188947.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,8051.0,2348.0,2310.0,100
mean,6.3,80.51,8.4,12.6,356.7,23.48,1889.47,4.2,0.0,0.0,0.0,0.0,0.0,0.0,80.51,23.48,23.1,100
std,7.440674456232872,126.5051997174644,9.920899274977163,14.881348912465745,305.06765270554786,52.130465704283274,997.1829154010194,4.960449637488582,0.0,0.0,0.0,0.0,0.0,0.0,126.5051997174644,52.130465704283274,27.282473006187203,100
