,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,129.0,12406.0,982.0,1290.0,33825.0,7971.0,24099.0,171746.0,430.0,0.0,0.0,0.0,0.0,0.0,12406.0,32070.0,1849.0,57.0,100
mean,1.29,124.06,9.82,12.9,338.25,79.71,240.99,1717.46,4.3,0.0,0.0,0.0,0.0,0.0,124.06,320.7,18.49,0.57,100
std,4.161621187601162,179.5165685496422,11.467459451100153,14.92709555868729,307.5,142.42646835784734,456.26293799284053,1043.7559935834686,4.975698519562429,0.0,0.0,0.0,0.0,0.0,179.5165685496422,533.5670983904915,21.74530949074961,0.4975698519562429,100
