,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,43.0,0.0,0.0,0.0,0.0,858.0,84.0,0.0,1026.0,0.0,6320.0,7200.0,1275.0,7001.0,0.0,0.0,0.0,0.0,22178.0,7001.0,7200.0,6320.0,2385.0,-728.0,118.167,21.402599999999996,5
mean,8.6,0.0,0.0,0.0,0.0,171.6,16.8,0.0,205.2,0.0,1264.0,1440.0,255.0,1400.2,0.0,0.0,0.0,0.0,4435.6,1400.2,1440.0,1264.0,477.0,-145.6,23.6334,4.280519999999999,5
std,2.5099800796022267,0.0,0.0,0.0,0.0,79.51289203644903,4.024922359499621,0.0,63.64510978857684,0.0,222.36231695141154,1971.801207018598,75.0,468.78587862690574,0.0,0.0,0.0,0.0,4069.61070619783,468.78587862690574,1971.801207018598,222.36231695141154,108.01157345395909,5992.074123373308,6.698580394382082,1.4564524132288017,5
