,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,564.0,59756.0,3830.0,5169.0,198645.0,62229.0,112271.0,824275.0,1720.0,0.0,0.0,0.0,0.0,0.0,59756.0,174500.0,7453.0,328.0,500
mean,1.128,119.512,7.66,10.338,397.29,124.458,224.542,1648.55,3.44,0.0,0.0,0.0,0.0,0.0,119.512,349.0,14.906,0.656,500
std,3.8922892790314703,201.99778232477766,10.957944748273393,14.230416913466103,294.39317346222947,205.1261116468567,556.7709331313552,1031.3425222963479,4.755168056598314,0.0,0.0,0.0,0.0,0.0,201.99778232477766,686.9405174752019,20.803912361358336,0.4755168056598314,500
