,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,234.0,35011.0,2705.0,3737.0,167280.0,22632.0,50662.0,2915974.0,1240.0,0.0,0.0,0.0,0.0,0.0,35011.0,73294.0,5211.0,276.0,400
mean,0.585,87.5275,6.7625,9.3425,418.2,56.58,126.655,7289.935,3.1,0.0,0.0,0.0,0.0,0.0,87.5275,183.235,13.0275,0.69,400
std,2.884193375724212,164.1757089287439,10.140669440018707,13.882434899788551,287.2421105534284,119.86012566450437,476.4173166710675,4165.494777650259,4.6307244597963715,0.0,0.0,0.0,0.0,0.0,164.1757089287439,528.9591565027685,19.549352590732816,0.46307244597963704,400
