,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,150.0,15299.0,1155.0,1530.0,91635.0,8871.0,38799.0,360922.0,510.0,0.0,0.0,0.0,0.0,0.0,15299.0,47670.0,2190.0,200
mean,0.75,76.495,5.775,7.65,458.175,44.355,193.995,1804.61,2.55,0.0,0.0,0.0,0.0,0.0,76.495,238.35,10.95,200
std,3.2773779199461806,159.1009602509168,10.310475475098764,13.108649183538533,268.72730826253985,106.9742794193372,605.7096381964052,1088.2622207933298,4.369549727846178,0.0,0.0,0.0,0.0,0.0,159.1009602509168,635.471168132464,19.004032896510633,200
