,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,150.0,13438.0,1070.0,1359.0,94710.0,8270.0,36518.0,359951.0,460.0,0.0,0.0,0.0,0.0,0.0,13438.0,44788.0,1969.0,200
mean,0.75,67.19,5.35,6.795,473.55,41.35,182.59,1799.755,2.3,0.0,0.0,0.0,0.0,0.0,67.19,223.94,9.845,200
std,3.2773779199461806,154.4111326603339,10.254426670060997,12.550720213973667,259.4614590718988,109.29503429988513,613.5274333371626,1096.6929571151306,4.218885513364207,0.0,0.0,0.0,0.0,0.0,154.4111326603339,656.9623536172767,18.379882354816214,200
