,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,46.0,0.0,0.0,0.0,0.0,539.0,75.0,0.0,1199.0,0.0,4421.0,0.0,1353.0,6992.0,0.0,0.0,0.0,0.0,39416.0,6992.0,0.0,4421.0,2627.0,25376.0,105.97,13.930500000000002,5
mean,9.2,0.0,0.0,0.0,0.0,107.8,15.0,0.0,239.8,0.0,884.2,0.0,270.6,1398.4,0.0,0.0,0.0,0.0,7883.2,1398.4,0.0,884.2,525.4,5075.2,21.194,2.7861000000000002,5
std,4.08656334834051,0.0,0.0,0.0,0.0,38.20602046798384,0.0,0.0,132.81829693231273,0.0,501.83134617120123,0.0,115.02956141792423,566.3808789145339,0.0,0.0,0.0,0.0,998.9863362428937,566.3808789145339,0.0,501.83134617120123,216.09673759684574,2003.0129055999614,7.8993131030488986,1.4766933737238752,5
