,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,2400.0,32404.0,3200.0,4770.0,86100.0,7933.0,2124346.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,32404.0,7933.0,8760.0,300
mean,8.0,108.01333333333334,10.666666666666666,15.9,287.0,26.44333333333333,7081.153333333334,5.3,0.0,0.0,0.0,0.0,0.0,0.0,108.01333333333334,26.44333333333333,29.2,300
std,7.495818232181172,132.9407284462577,9.994424309574896,14.997993176792143,307.328547519428,48.17068442891439,4289.595379312165,4.999331058930714,0.0,0.0,0.0,0.0,0.0,0.0,132.9407284462577,48.17068442891439,27.45674616007871,300
