,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,1343.0,32770.0,2396.0,2946.0,16880.0,55846.0,134985.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,32770.0,72726.0,5279.0,100
mean,13.43,327.7,23.96,29.46,168.8,558.46,1349.85,9.9,0.0,0.0,0.0,0.0,0.0,0.0,327.7,727.26,52.79,100
std,4.288238554347216,190.1002659417159,7.088075061736301,3.8228975208008724,142.0231166274197,951.2960369406518,1195.6989534886015,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,190.1002659417159,1018.8420206441738,6.158339996715959,100
