,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,1358.0,32489.0,2410.0,2946.0,16812.0,55610.0,134985.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,32489.0,72422.0,5294.0,100
mean,13.58,324.89,24.1,29.46,168.12,556.1,1349.85,9.9,0.0,0.0,0.0,0.0,0.0,0.0,324.89,724.22,52.94,100
std,4.0705396361284745,189.2532852015942,6.915799507524986,3.8228975208008724,146.39370467228693,952.2277388664261,1195.6989534886015,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,189.2532852015942,1013.743064891771,6.024897836427929,100
