,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1755.0,27324.0,2340.0,3510.0,51045.0,8466.0,1433555.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,27324.0,8466.0,6435.0,200
mean,8.775,136.62,11.7,17.55,255.225,42.33,7167.775,5.85,0.0,0.0,0.0,0.0,0.0,0.0,136.62,42.33,32.175,200
std,7.409377122723183,154.22552695915533,9.879169496964243,14.818754245446366,303.7844620316505,68.60667225122448,4151.680690655388,4.939584748482122,0.0,0.0,0.0,0.0,0.0,0.0,154.22552695915533,68.60667225122448,27.167716116651672,200
