,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1785.0,28360.0,2380.0,3570.0,49815.0,8102.0,1429510.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,28360.0,8102.0,6545.0,200
mean,8.925,141.8,11.9,17.85,249.075,40.51,7147.55,5.95,0.0,0.0,0.0,0.0,0.0,0.0,141.8,40.51,32.725,200
std,7.381858449662542,152.40359008683748,9.84247793288339,14.763716899325084,302.65619643616424,62.39121104835522,4238.454363853923,4.921238966441695,0.0,0.0,0.0,0.0,0.0,0.0,152.40359008683748,62.39121104835522,27.06681431542932,200
