,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,2491.0,60218.0,3570.0,6000.0,65451.0,287996.0,1134055.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,60218.0,353447.0,10491.0,200
mean,12.455,301.09,17.85,30.0,327.255,1439.98,5670.275,10.0,0.0,0.0,0.0,0.0,0.0,0.0,301.09,1767.235,52.455,200
std,5.608498128401345,165.7450724613741,4.118532694757795,0.0,986.9654471888688,3201.705938116562,4727.024741197624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.7450724613741,3387.6630565477576,5.608498128401345,200
