,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,1500.0,27146.0,1890.0,3000.0,9762.0,77537.0,572128.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,27146.0,87299.0,5500.0,100
mean,15.0,271.46,18.9,30.0,97.62,775.37,5721.28,10.0,0.0,0.0,0.0,0.0,0.0,0.0,271.46,872.99,55.0,100
std,0.0,151.55526511420967,3.144660377352203,0.0,131.60890792976227,2624.3609579238037,4594.780954715707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.55526511420967,2706.9702117259653,0.0,100
