,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,1500.0,26336.0,1890.0,3000.0,13021.0,106147.0,657667.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,26336.0,119168.0,5500.0,100
mean,15.0,263.36,18.9,30.0,130.21,1061.47,6576.67,10.0,0.0,0.0,0.0,0.0,0.0,0.0,263.36,1191.68,55.0,100
std,0.0,146.29080765393434,3.144660377352203,0.0,129.10901313513043,3201.8942293049845,4722.70509509672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.29080765393434,3269.40317625234,0.0,100
