0,100,200,300,400,500
10,5.436,13.557,9.069,19.176,22.99
20,5.165,7.0745,9.3895,18.2655,16.0205
30,4.848,7.6355,10.118,15.122,15.9375
40,6.94,8.051,9.7985,9.7205,21.7055
50,13.7945,17.3105,16.4655,10.235,17.7755
